Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,index
Razer,Gaming,14,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,512,512,Nvidia,"GeForce GTX 1060",Windows,1.95,154459,699
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Others,NULL,NULL,Nvidia,"GeForce GTX 1050",Windows,2.7,67133,700
Lenovo,Notebook,15.6,1366,768,1,Intel,"Core i7 8550U",1.8,12,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2.2,32448,701
Razer,Ultrabook,12.5,3840,2160,1,Intel,"Core i7 7500U",2.5,16,SSD,256,256,Intel,"HD Graphics 620",Windows,1.29,95851,702
LG,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.09,122491,703
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,Hybrid,1024,1024,Nvidia,"GeForce GTX 1060",Windows,2.73,95851,704
Acer,Notebook,14,1366,768,0,Intel,"Celeron Dual Core 3855U",1.6,4,HDD,500,500,Intel,"HD Graphics 510",Chrome,1.45,19980,705
HP,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,SSD,256,256,Intel,"HD Graphics 400",Chrome,1.23,20513,706
Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,4.2,103097,707
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,2.37,58555,708
Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,256,256,Intel,"HD Graphics 620",Windows,0.81,87859,709
Asus,Notebook,15.6,1920,1080,0,Intel,"Pentium Dual Core N4200",1.1,8,HDD,2048,2048,Intel,"HD Graphics 505",Windows,2,31004,710
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,2.05,36497,711
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.34,63350,712
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 1060",N/A,2.4,61219,713
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,32,"Flash Storage",32,32,Nvidia,"GeForce GTX 1070",Windows,4.42,163724,714
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,512,512,Nvidia,"GeForce GTX 1060",Windows,2.73,94306,715
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,4.36,133467,716
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,16,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,69211,717
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.29,79867,718
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,32,HDD,32,32,Nvidia,"GeForce GTX 1070M",Windows,4.42,191211,719
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,2.18,29144,720
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,12,SSD,512,512,Intel,"HD Graphics 620",Windows,2.25,34579,721
Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.29,47899,722
HP,Notebook,17.3,1600,900,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.63,48485,723
Mediacom,Notebook,14,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,Hybrid,1024,1024,Intel,"HD Graphics",Windows,1.4,13267,724
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.7,37243,725
Dell,Notebook,14,1366,768,0,Intel,"Core i5 6200U",2.3,4,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.76,40226,726
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i5 7300HQ",2.5,8,Others,NULL,NULL,Nvidia,"GeForce GTX 1050",Windows,2.06,93187,727
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.2,53168,728
Dell,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.6,60031,729
HP,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.64,41505,730
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.0,6,Hybrid,128,128,AMD,"Radeon 520",Windows,2.1,34632,731
Asus,"2 in 1 Convertible",15.6,1366,768,1,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,2.2,39374,732
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,2.18,38041,733
Toshiba,Ultrabook,14,1920,1080,1,Intel,"Core i7 7500U",2.7,16,HDD,500,500,Intel,"HD Graphics 620",Windows,1.24,99367,734
HP,Workstation,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"Quadro M1200",Windows,3.14,101658,735
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",Windows,1.86,22324,736
Dell,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7 7Y75",1.3,8,SSD,256,256,Intel,"HD Graphics 615",Windows,1.24,107258,737
HP,Workstation,17.3,1920,1080,0,Intel,"Xeon E3-1535M v5",2.9,16,HDD,1024,1024,Nvidia,"Quadro M2000M",Windows,3,233846,738
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,2.4,29784,739
Dell,Netbook,11.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,HDD,500,500,Intel,"HD Graphics 505",Windows,1.63,39640,740
Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.42,137995,741
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,4.3,125208,742
Lenovo,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,32,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,4.6,141885,743
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 6200U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,1.2,63670,744
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,4,SSD,1024,1024,Nvidia,"GeForce 940MX",Windows,2.2,34046,745
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 6500U",2.5,8,"Flash Storage",32,32,Intel,"HD Graphics 520",Windows,1.54,99634,746
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.1,26102,747
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,32,Others,NULL,NULL,Nvidia,"GeForce GTX 980M",Windows,3.58,68145,748
Toshiba,Ultrabook,14,1920,1080,0,Intel,"Core i7 6600U",2.6,16,SSD,256,256,Nvidia,"GeForce 930M",Windows,1.47,93986,749
HP,Netbook,12.5,1366,768,0,Intel,"Core i5 7300U",2.6,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.26,74006,750
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,128,128,Intel,"HD Graphics 620",Windows,2.18,44542,751
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,4,SSD,256,256,AMD,"Radeon R5 M420",Windows,2.18,39374,752
Toshiba,Ultrabook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.25,58075,753
HP,Notebook,14,1366,768,0,Intel,"Core i5 6300U",2.4,4,Others,NULL,NULL,Intel,"HD Graphics 520",Windows,1.48,58607,754
Lenovo,Netbook,11.6,1366,768,1,Intel,"Celeron Dual Core N3060",1.6,4,SSD,256,256,Intel,"HD Graphics 400",Windows,1.4,25308,755
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Quad Core N3710",1.6,8,SSD,256,256,Intel,"HD Graphics 405",N/A,2.2,17529,756
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7Y75",1.3,16,Hybrid,128,128,Intel,"HD Graphics 615",Windows,1.22,87859,757
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.5,51841,758
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,16,Hybrid,256,256,AMD,"Radeon 530",Windows,2.2,64961,759
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual Core N3350",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Chrome,1.4,32767,760
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 6300U",2.4,8,Hybrid,128,128,Intel,"HD Graphics 520",Windows,1.84,101232,761
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.13,133147,762
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.95,64202,763
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3050",1.6,4,SSD,256,256,Intel,"HD Graphics",Windows,1.4,14332,764
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,16,HDD,500,500,Intel,"HD Graphics 620",Windows,1.7,122491,765
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Intel,"HD Graphics 620",Windows,1.13,109171,766
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.6,12,HDD,1024,1024,AMD,"Radeon 530",Windows,2.2,50563,767
Xiaomi,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,16,Hybrid,128,128,Nvidia,"GeForce MX150",N/A,1.95,74589,768
Asus,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,256,256,Nvidia,"GeForce 940M",Windows,1.45,54665,769
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.4,63883,770
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,Others,NULL,NULL,Intel,"HD Graphics 520",Windows,1.95,38889,771
Asus,Notebook,15.6,1366,768,0,Intel,"Core i5 6300HQ",2.3,4,SSD,256,256,Nvidia,"GeForce GTX 950M",N/A,2.45,30849,772
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 6600U",2.6,8,SSD,128,128,Intel,"HD Graphics 520",Windows,1.43,77203,773
MSI,Gaming,14,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1060",Windows,1.6,100752,774
Lenovo,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i7 7500U",2.7,16,Others,NULL,NULL,Intel,"HD Graphics 620",Windows,1.38,93187,775
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,2048,2048,Intel,"HD Graphics 620",Windows,1.95,104588,776
Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,2,SSD,512,512,Intel,"HD Graphics 500",Windows,1.1,13054,777
Dell,"2 in 1 Convertible",31.6,1366,768,1,Intel,"Core M 7Y30",1.0,4,SSD,128,128,Intel,"HD Graphics 615",Windows,1.39,32128,778
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.28,121319,779
Asus,Notebook,15.6,1366,768,0,Intel,"Core i7 7500U",2.7,4,SSD,128,128,Intel,"HD Graphics 620",Windows,2.37,45283,780
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 6300U",2.4,8,Hybrid,1024,1024,Intel,"HD Graphics 520",Windows,2.09,55754,781
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,256,256,Nvidia,"GeForce 930MX",Windows,1.64,55905,782
Asus,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core M M3-6Y30",0.9,4,SSD,512,512,Intel,"HD Graphics 515",Chrome,1.2,35644,783
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7 7660U",2.5,16,HDD,1024,1024,Intel,"Iris Plus Graphics 640",Windows,1.29,119347,784
LG,Ultrabook,15.6,1920,1080,1,Intel,"Core i7 7500U",2.7,16,SSD,512,512,Intel,"HD Graphics 620",Windows,1.08,111835,785
Samsung,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,256,256,Nvidia,"GeForce GTX 1050",Windows,2.5,90523,786
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.36,87912,787
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 6500U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.54,78215,788
Lenovo,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i5 6260U",1.8,8,Hybrid,256,256,Intel,"HD Graphics 540",Windows,1.3,63883,789
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.13,99900,790
HP,Ultrabook,12.5,1366,768,0,Intel,"Core i5 7200U",2.5,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.26,83064,791
HP,Netbook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,8,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,1.26,79014,792
Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,512,512,Intel,"HD Graphics 520",N/A,2.8,28185,793
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.2,58022,794
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,"Flash Storage",512,512,Intel,"HD Graphics 400",N/A,1.86,15931,795
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.2,58555,796
HP,Notebook,15.6,1366,768,1,Intel,"Core i5 8250U",1.6,4,"Flash Storage",32,32,Intel,"UHD Graphics 620",Windows,2.04,27784,797
Acer,Notebook,15.6,1920,1080,0,Intel,"Celeron Dual Core 3205U",1.5,4,SSD,128,128,Intel,"HD Graphics",Chrome,2.2,19128,798
Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7 6500U",2.5,16,SSD,256,256,Intel,"HD Graphics 520",Windows,1.36,100007,799
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 6200U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.07,48485,800
Toshiba,Notebook,14,1366,768,0,Intel,"Pentium Dual Core 4405U",2.1,4,SSD,256,256,Intel,"HD Graphics 510",Windows,1.75,26587,801
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,2.1,101179,802
HP,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,2.31,63350,803
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6100U",2.3,8,SSD,256,256,Intel,"HD Graphics 520",Windows,2.29,24456,804
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,4,SSD,128,128,Nvidia,"GeForce GTX 1050",Windows,2.4,53227,805
HP,Notebook,14,1366,768,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.64,36444,806
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,500,500,Intel,"HD Graphics 520",Windows,2.31,62071,807
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 6700HQ",2.6,8,HDD,2048,2048,Nvidia,"Quadro M1000M",Windows,2.59,83170,808
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.1,72354,809
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 6300HQ",2.3,8,HDD,1024,1024,Nvidia,"GeForce GTX 960M",Windows,2.6,42038,810
Toshiba,Ultrabook,13.3,1366,768,0,Intel,"Core i5 6200U",2.3,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.2,58342,811
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,512,512,Nvidia,"GeForce GTX 1050",Windows,2.56,43636,812
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,24,SSD,256,256,Nvidia,"GeForce GTX1080",Windows,2.24,158135,813
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,AMD,"Radeon R7 M445",Linux,2.83,46087,814
HP,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.95,56477,815
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.37,107892,816
Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,512,512,Nvidia,"GeForce GTX 1060",Windows,4.2,122491,817
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,"Flash Storage",16,16,Intel,"HD Graphics 620",Windows,2.18,37725,818
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",2.9,4,Hybrid,128,128,AMD,"Radeon 530",Windows,2.2,21259,819
Dell,Notebook,14,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,Intel,"HD Graphics 520",Windows,1.76,31169,820
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.37,103896,821
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,128,128,Intel,"HD Graphics 630",Windows,1.7,78535,822
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Nvidia,"GeForce 930MX",Windows,2.04,47366,823
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.29,86527,824
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,"Flash Storage",256,256,Intel,"HD Graphics 400",Chrome,1.35,18914,825
HP,Notebook,14,1366,768,0,Intel,"Core i5 6200U",2.3,4,SSD,128,128,Intel,"HD Graphics 520",Windows,1.95,61219,826
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX1050 Ti",Windows,3,80133,827
Lenovo,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",3.6,8,HDD,500,500,AMD,"Radeon R7",Windows,2.2,22857,828
HP,Notebook,13.3,3200,1800,0,Intel,"Pentium Dual Core 4405Y",1.5,4,"Flash Storage",32,32,Intel,"HD Graphics 515",Chrome,1.29,32767,829
Acer,Notebook,14,1920,1080,0,Intel,"Core i3 7100U",2.4,8,SSD,128,128,Intel,"HD Graphics 620",Windows,1.5,32980,830
Dell,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.34,88978,831
Acer,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.56,48059,832
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 1060",Windows,3.2,74539,833
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,2.1,33111,834
HP,Notebook,17.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.63,57542,835
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,256,256,Nvidia,"GeForce GTX 1070",Windows,4.42,152860,836
Lenovo,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,Hybrid,256,256,Intel,"HD Graphics 505",Windows,2.2,16464,837
Dell,Workstation,15.6,1920,1080,1,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"Quadro M620",Windows,2.06,93933,838
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,"Flash Storage",16,16,Nvidia,"Quadro M620",Windows,2.23,94732,839
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,128,128,Intel,"HD Graphics 520",N/A,1.9,23976,840
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,512,512,Nvidia,"GeForce GTX 1050",Windows,2.62,52481,841
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,512,512,Nvidia,"GeForce GTX 1050",Windows,2.65,50563,842
Acer,Notebook,15.6,1366,768,0,AMD,"A8-Series 7410",2.2,4,HDD,1024,1024,AMD,"Radeon R5",Windows,2.4,20619,843
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,128,128,Intel,"HD Graphics 620",Windows,2.1,31915,844
Razer,Gaming,17.3,3840,2160,1,Intel,"Core i7 7820HK",2.9,32,SSD,512,512,Nvidia,"GeForce GTX 1080",Windows,3.49,292987,845
HP,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.64,51841,846
LG,Ultrabook,14,1920,1080,1,Intel,"Core i7 7500U",2.7,8,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,0.98,101179,847
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.84,64948,848
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX1060",Windows,2.24,71342,849
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i5 6200U",2.3,4,SSD,512,512,Intel,"HD Graphics 520",Windows,1.26,84129,850
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,128,128,Intel,"HD Graphics 620",Windows,2.18,42358,851
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 6600U",2.6,16,Hybrid,128,128,Intel,"HD Graphics 520",Windows,1.1,111835,852
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2.38,56210,853
Vero,Notebook,14,1920,1080,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Windows,1.22,10811,854
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GT 940MX",Windows,1.96,101392,855
Dell,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N3700",1.6,4,SSD,128,128,Intel,"HD Graphics",Linux,2.2,20965,856
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Nvidia,"GeForce 920",Linux,2.1,27652,857
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.26,81998,858
Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,6,HDD,1024,1024,AMD,"Radeon R5",Windows,2.1,21792,859
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.37,104962,860
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 7440HQ",2.8,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.6,64202,861
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,SSD,256,256,Intel,"HD Graphics 400",N/A,1.86,15393,862
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,128,128,Intel,"HD Graphics 520",Windows,1.7,63190,863
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Nvidia,"GeForce GTX 930MX",Windows,2.3,41931,864
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,512,512,AMD,"Radeon R5 M430",N/A,2.2,25521,865
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,500,500,Intel,"HD Graphics 520",Windows,2.3,71875,866
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.48,84715,867
Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,AMD,"Radeon R7 M460",Windows,2.08,51096,868
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.9,50350,869
HP,Ultrabook,12.5,3840,2160,1,Intel,"Core M 6Y75",1.2,8,HDD,1024,1024,Intel,"HD Graphics 515",Windows,1.09,165168,870
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"GeForce GTX 1050",Windows,2.5,55837,871
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 6500U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.54,100551,872
